original_ID,original_ADDRESS,original_POSTCODE,original_CITY,original_STATE,original_COUNTRY,original_source,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,county_code,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
176,Grétrystraat 63,1000,Brussels,NA,Belgium,Invoice,50.8486677,4.3529277,"Rue Grétry - Grétrystraat 63, 1000 Brussels, Belgium",,63,Rue Grétry - Grétrystraat,1000,Brussels,Pentagon,,Brussels,Brussels-Capital,Brussels-Capital,,Belgium,be,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
177,"Rua Dr. Falcão Filho, 155",01007-010,São Paulo,SP,Brazil,Invoice,-23.5484484,-46.6381561,"Rua Doutor Falcão Filho 155, Glicério, São Paulo - SP, 01007-010, Brazil",,155,Rua Doutor Falcão Filho,01007-010,,Glicério,,São Paulo,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
178,8210 111 ST NW,T6G 2C7,Edmonton,AB,Canada,Invoice,53.447289797866766,-113.51612024831816,"8210 111 Street NW, Edmonton, AB T6J 7E7, Canada",111 Street NW,8210,111 Street NW,T6J 7E7,Keheewin,Kaskitayo,,Edmonton,,Alberta,AB,Canada,ca,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
179,541 Del Medio Avenue,94040-111,Mountain View,CA,USA,Invoice,37.404062,-122.115121,"541 Del Medio Avenue, Mountain View, CA 94040, United States of America",,541,Del Medio Avenue,94040,,Charleston Meadows,SL,Mountain View,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
180,796 Dundas Street West,M6J 1V1,Toronto,ON,Canada,Invoice,43.6519828,-79.4082537,"796 Dundas Street West, Toronto, ON M6J 1V1, Canada",,796,Dundas Street West,M6J 1V1,,University—Rosedale,,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
181,"68, Rue Jouvence",21000,Dijon,NA,France,Invoice,47.3344155,5.0396111,"68 Rue de Jouvence, 21000 Dijon, France",,68,Rue de Jouvence,21000,,Montchapet,,Dijon,Côte-d'Or,Bourgogne – Franche-Comté,,France,fr,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
182,Porthaninkatu 9,00530,Helsinki,NA,Finland,Invoice,60.1825786,24.9523839,"Porthaninkatu 9, 00530 Helsinki, Finland",,9,Porthaninkatu,00530,Central major district,Kallio,,Helsinki,,Uusimaa,,Finland,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
183,3 Chatham Street,NA,Dublin,Dublin,Ireland,Invoice,53.340756,-6.261312,"3 Chatham Street, Ballsbridge, Dublin, Fingal, Ireland",,3,Chatham Street,NA,,Ballsbridge,DN,Dublin,Fingal,Dublin,,Ireland,ie,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
184,Lijnbaansgracht 120bg,1016,Amsterdam,VV,Netherlands,Invoice,52.3720061,4.8764778,"Lijnbaansgracht 120, 1016 VV Amsterdam, Netherlands",,120,Lijnbaansgracht,1016 VV,,Centrum,,Amsterdam,,North Holland,NH,Netherlands,nl,0.6649999999999999,0.7,0.7,0.6649999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
185,202 Hoxton Street,N1 5LH,London,NA,United Kingdom,Invoice,51.5337146,-0.0799312,"Papa John's, 202 Hoxton Street, London, N1 5LH, United Kingdom",Papa John's,202,Hoxton Street,N1 5LH,London Borough of Hackney,Hoxton,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
186,"12,Community Centre",110017,Delhi,NA,India,Invoice,28.541742158227848,77.21260914050633,"110017, DL, India",110017,,,110017,,,,,Hauz Khas Tehsil,Delhi,DL,India,in,0.5,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
187,Grétrystraat 63,1000,Brussels,NA,Belgium,Invoice,50.8486677,4.3529277,"Rue Grétry - Grétrystraat 63, 1000 Brussels, Belgium",,63,Rue Grétry - Grétrystraat,1000,Brussels,Pentagon,,Brussels,Brussels-Capital,Brussels-Capital,,Belgium,be,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
188,120 S Orange Ave,32801,Orlando,FL,USA,Invoice,28.5408542,-81.3792585,"Gitto's Pizza, 120 South Orange Avenue, Orlando, FL 32801, United States of America",Gitto's Pizza,120,South Orange Avenue,32801,,,,Orlando,Orange County,Florida,FL,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
189,69 Salem Street,2113,Boston,MA,USA,Invoice,42.363353700000005,-71.05583958426791,"69 Salem Street, Boston, MA 02113, United States of America",,69,Salem Street,02113,Waterfront,North End,,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
190,319 N. Frances Street,53703,Madison,WI,USA,Invoice,43.0729056,-89.395692,"Ian's Pizza, 319 North Frances Street, Madison, WI 53703, United States of America",Ian's Pizza,319,North Frances Street,53703,State-Langdon,,,Madison,Dane County,Wisconsin,WI,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
191,1033 N Park Ave,85719,Tucson,AZ,USA,Invoice,32.234910742016005,-110.95685462024713,"1033 North Park Avenue, Tucson, AZ 85719, United States of America",,1033,North Park Avenue,85719,Feldman's,,,Tucson,Pima County,Arizona,AZ,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
192,194A Chain Lake Drive,B3S 1C5,Halifax,NS,Canada,Invoice,44.6512585,-63.672744,"194 Chain Lake Drive, Halifax, NS B3S 1C9, Canada",Chain Lake Drive,194,Chain Lake Drive,B3S 1C9,,,,Halifax,Halifax County,Nova Scotia,NS,Canada,ca,0.95,1,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
193,Berger Straße 10,60316,Frankfurt,NA,Germany,Invoice,50.11876595,8.692819989259712,"Berger Straße 10, 60316 Frankfurt, Germany",,10,Berger Straße,60316,Innenstadt 3,Nordend Ost,,Frankfurt,,Hesse,,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
194,3 Chatham Street,NA,Dublin,Dublin,Ireland,Invoice,53.340756,-6.261312,"3 Chatham Street, Ballsbridge, Dublin, Fingal, Ireland",,3,Chatham Street,NA,,Ballsbridge,DN,Dublin,Fingal,Dublin,,Ireland,ie,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
195,"Av. Brigadeiro Faria Lima, 2170",12227-000,São José dos Campos,SP,Brazil,Invoice,-23.2255212,-45.8552797,"Avenida Brigadeiro Faria Lima 2170, Jardim Uirá, São José dos Campos - SP, 12227-751, Brazil",Avenida Brigadeiro Faria Lima,2170,Avenida Brigadeiro Faria Lima,12227-751,São José dos Campos,Jardim Uirá,,São José dos Campos,Região Metropolitana do Vale do Paraíba e Litoral Norte,São Paulo,SP,Brazil,br,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
196,Theodor-Heuss-Straße 34,70174,Stuttgart,NA,Germany,Invoice,48.7756599,9.171711437380297,"Theodor-Heuss-Straße 34, 70174 Stuttgart, Germany",,34,Theodor-Heuss-Straße,70174,Neue Vorstadt,Stuttgart-Mitte,,Stuttgart,,Baden-Württemberg,BW,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
197,Ullevålsveien 14,0171,Oslo,NA,Norway,Invoice,59.923146,10.740944,"Ullevålsveien 14, 0171 Oslo, Norway",,14,Ullevålsveien,0171,,St. Hanshaugen,,Oslo,,,,Norway,no,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
198,Rilská 3174/6,14300,Prague,NA,Czech Republic,Invoice,50.0084679,14.4279078,"Rilská 3174/6, 143 00 Capital City of Prague, Czechia",,3174/6,Rilská,143 00,obvod Praha 4,Modřany,,Capital City of Prague,,Prague,,Czechia,cz,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
199,"Rua Dr. Falcão Filho, 155",01007-010,São Paulo,SP,Brazil,Invoice,-23.5484484,-46.6381561,"Rua Doutor Falcão Filho 155, Glicério, São Paulo - SP, 01007-010, Brazil",,155,Rua Doutor Falcão Filho,01007-010,,Glicério,,São Paulo,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
200,1600 Amphitheatre Parkway,94043-1351,Mountain View,CA,USA,Invoice,37.42248575,-122.08558456613565,"Google Building 41, 1600 Amphitheatre Parkway, Mountain View, CA 94043, United States of America",Google Building 41,1600,Amphitheatre Parkway,94043,,,,Mountain View,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
201,319 N. Frances Street,53703,Madison,WI,USA,Invoice,43.0729056,-89.395692,"Ian's Pizza, 319 North Frances Street, Madison, WI 53703, United States of America",Ian's Pizza,319,North Frances Street,53703,State-Langdon,,,Madison,Dane County,Wisconsin,WI,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
202,"4, Rue Milton",75009,Paris,NA,France,Invoice,48.8769291,2.3406046,"4 Rue Milton, 75009 Paris, France",,4,Rue Milton,75009,Paris,9th Arrondissement,,Paris,,Ile-de-France,IDF,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
203,"8, Rue Hanovre",75002,Paris,NA,France,Invoice,48.8702178,2.3351131,"8 Rue de Hanovre, 75002 Paris, France",,8,Rue de Hanovre,75002,Paris,2nd Arrondissement,,Paris,,Ile-de-France,IDF,France,fr,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
204,"9, Place Louis Barthou",33000,Bordeaux,NA,France,Invoice,44.8215363,-0.5828175,"9 Place Louis Barthou, 33000 Bordeaux, France",,9,Place Louis Barthou,33000,,Nansouty - Saint-Genès,,Bordeaux,Gironde,Nouvelle-Aquitaine,NAQ,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
205,Porthaninkatu 9,00530,Helsinki,NA,Finland,Invoice,60.1825786,24.9523839,"Porthaninkatu 9, 00530 Helsinki, Finland",,9,Porthaninkatu,00530,Central major district,Kallio,,Helsinki,,Uusimaa,,Finland,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
206,Lijnbaansgracht 120bg,1016,Amsterdam,VV,Netherlands,Invoice,52.3720061,4.8764778,"Lijnbaansgracht 120, 1016 VV Amsterdam, Netherlands",,120,Lijnbaansgracht,1016 VV,,Centrum,,Amsterdam,,North Holland,NH,Netherlands,nl,0.6649999999999999,0.7,0.7,0.6649999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
207,110 Raeburn Pl,EH4 1HH,"Edinburgh ",NA,United Kingdom,Invoice,55.9593164,-3.2144824,"110 Raeburn Place, City of Edinburgh, EH4 1HH, United Kingdom",,110,Raeburn Place,EH4 1HH,,Comely Bank,,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
208,Ullevålsveien 14,0171,Oslo,NA,Norway,Invoice,59.923146,10.740944,"Ullevålsveien 14, 0171 Oslo, Norway",,14,Ullevålsveien,0171,,St. Hanshaugen,,Oslo,,,,Norway,no,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
209,627 Broadway,10012-2612,New York,NY,USA,Invoice,40.7260319,-73.9963913,"627 Broadway, New York, NY 10012, United States of America",,627,Broadway,10012,Manhattan,,,New York,New York County,New York,NY,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
210,1 Infinite Loop,95014,Cupertino,CA,USA,Invoice,37.3316697,-122.03009820215502,"Infinite Loop 1, 1 Infinite Loop, Cupertino, CA 95014, United States of America",Infinite Loop 1,1,Infinite Loop,95014,,Apple Campus,,Cupertino,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
211,801 W 4th Street,89503,Reno,NV,USA,Invoice,39.527773,-119.825558,"801 West 4th Street, Reno, NV 89503, United States of America",,801,West 4th Street,89503,Powning Addition,,,Reno,Washoe County,Nevada,NV,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
212,69 Salem Street,2113,Boston,MA,USA,Invoice,42.363353700000005,-71.05583958426791,"69 Salem Street, Boston, MA 02113, United States of America",,69,Salem Street,02113,Waterfront,North End,,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
213,1033 N Park Ave,85719,Tucson,AZ,USA,Invoice,32.234910742016005,-110.95685462024713,"1033 North Park Avenue, Tucson, AZ 85719, United States of America",,1033,North Park Avenue,85719,Feldman's,,,Tucson,Pima County,Arizona,AZ,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
214,5112 48 Street,X1A 1N6,Yellowknife,NT,Canada,Invoice,62.45315,-114.365653,"5112 48th Street, Yellowknife, NT X1A 1N6, Canada",,5112,48th Street,X1A1N6,,,,Yellowknife,Region 6,Northwest Territories,NT,Canada,ca,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
215,"9, Place Louis Barthou",33000,Bordeaux,NA,France,Invoice,44.8215363,-0.5828175,"9 Place Louis Barthou, 33000 Bordeaux, France",,9,Place Louis Barthou,33000,,Nansouty - Saint-Genès,,Bordeaux,Gironde,Nouvelle-Aquitaine,NAQ,France,fr,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
216,307 Macacha Güemes,1106,Buenos Aires,NA,Argentina,Invoice,-34.60533707142857,-58.36399481428572,"Macacha Güemes 307, Puerto Madero, C1107 CDA Buenos Aires, Argentina",,307,Macacha Güemes,C1107CDA,Comuna 1,Puerto Madero,,Buenos Aires,,,,Argentina,ar,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
217,"Calle Lira, 198",NA,Santiago,NA,Chile,Invoice,-33.445799,-70.640021,"Lira 198, 832 0000 Santiago, Chile",,198,Lira,8320000,,Santa Carolina,SG,Santiago,Santiago,Metropolitana,RM,Chile,cl,0,,,0,© OpenAddresses contributors,BSD-3-Clause License,
218,"3,Raj Bhavan Road",560001,Bangalore,NA,India,Invoice,12.983282292238721,77.59163117134872,"3, Raj Bhavan Road, High Grounds, Bengaluru - 560001, KA, India",Raj Bhavan Road,3,Raj Bhavan Road,560001,Fair Field Layout,High Grounds,,Bengaluru,Bangalore North,Karnataka,KA,India,in,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
219,Theodor-Heuss-Straße 34,70174,Stuttgart,NA,Germany,Invoice,48.7756599,9.171711437380297,"Theodor-Heuss-Straße 34, 70174 Stuttgart, Germany",,34,Theodor-Heuss-Straße,70174,Neue Vorstadt,Stuttgart-Mitte,,Stuttgart,,Baden-Württemberg,BW,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
220,Rilská 3174/6,14300,Prague,NA,Czech Republic,Invoice,50.0084679,14.4279078,"Rilská 3174/6, 143 00 Capital City of Prague, Czechia",,3174/6,Rilská,143 00,obvod Praha 4,Modřany,,Capital City of Prague,,Prague,,Czechia,cz,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
221,"Praça Pio X, 119",20040-020,Rio de Janeiro,RJ,Brazil,Invoice,-22.901274,-43.177882,"Praca Pio X 119, Saúde, Rio de Janeiro - Southeast, 20040-020, Brazil",,119,Praca Pio X,20040-020,,Saúde,RJ,Rio de Janeiro,Rio De Janeiro,Southeast,,Brazil,br,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
222,801 W 4th Street,89503,Reno,NV,USA,Invoice,39.527773,-119.825558,"801 West 4th Street, Reno, NV 89503, United States of America",,801,West 4th Street,89503,Powning Addition,,,Reno,Washoe County,Nevada,NV,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
223,"Rua dos Campeões Europeus de Viena, 4350",NA,Porto,NA,Portugal,Invoice,,,,,,,,,,,,,,,,,,,,,,,
224,Tauentzienstraße 8,10789,Berlin,NA,Germany,Invoice,52.5036452,13.3387131,"Tauentzienstraße 8, 10789 Berlin, Germany",,8,Tauentzienstraße,10789,Charlottenburg-Wilmersdorf,Charlottenburg,,Berlin,,,,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
225,Barbarossastraße 19,10779,Berlin,NA,Germany,Invoice,52.4924821,13.3447053,"Barbarossastraße 19, 10779 Berlin, Germany",,19,Barbarossastraße,10779,Tempelhof-Schöneberg,Schöneberg,,Berlin,,,,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
226,"8, Rue Hanovre",75002,Paris,NA,France,Invoice,48.8702178,2.3351131,"8 Rue de Hanovre, 75002 Paris, France",,8,Rue de Hanovre,75002,Paris,2nd Arrondissement,,Paris,,Ile-de-France,IDF,France,fr,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
227,Porthaninkatu 9,00530,Helsinki,NA,Finland,Invoice,60.1825786,24.9523839,"Porthaninkatu 9, 00530 Helsinki, Finland",,9,Porthaninkatu,00530,Central major district,Kallio,,Helsinki,,Uusimaa,,Finland,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
228,C/ San Bernardo 85,28015,Madrid,NA,Spain,Invoice,40.4284441,-3.7063184,"Calle de San Bernardo, 85, 28015 Madrid, Spain",,85,Calle de San Bernardo,28015,Centro,Universidad,,Madrid,,Community of Madrid,,Spain,es,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
229,"3,Raj Bhavan Road",560001,Bangalore,NA,India,Invoice,12.983282292238721,77.59163117134872,"3, Raj Bhavan Road, High Grounds, Bengaluru - 560001, KA, India",Raj Bhavan Road,3,Raj Bhavan Road,560001,Fair Field Layout,High Grounds,,Bengaluru,Bangalore North,Karnataka,KA,India,in,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
230,8210 111 ST NW,T6G 2C7,Edmonton,AB,Canada,Invoice,53.447289797866766,-113.51612024831816,"8210 111 Street NW, Edmonton, AB T6J 7E7, Canada",111 Street NW,8210,111 Street NW,T6J 7E7,Keheewin,Kaskitayo,,Edmonton,,Alberta,AB,Canada,ca,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
231,700 W Pender Street,V6C 1G8,Vancouver,BC,Canada,Invoice,49.2846592,-123.11544980149253,"Pender Place, 700 West Pender Street, Vancouver, BC V6C 1G8, Canada",Pender Place,700,West Pender Street,V6C 1G8,Gastown,Downtown,,Vancouver,Metro Vancouver Regional District,British Columbia,BC,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
232,1 Microsoft Way,98052-8300,Redmond,WA,USA,Invoice,47.64125,-122.126761,"15975 One Microsoft Way, Redmond, WA 98052-8300, United States of America",,15975,One Microsoft Way,98052-8300,,,KN,Redmond,King County,Washington,WA,United States,us,0.45,1,0.9,0.0003380493301615125,© OpenAddresses contributors,BSD-3-Clause License,
233,1 Infinite Loop,95014,Cupertino,CA,USA,Invoice,37.3316697,-122.03009820215502,"Infinite Loop 1, 1 Infinite Loop, Cupertino, CA 95014, United States of America",Infinite Loop 1,1,Infinite Loop,95014,,Apple Campus,,Cupertino,Santa Clara County,California,CA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
234,69 Salem Street,2113,Boston,MA,USA,Invoice,42.363353700000005,-71.05583958426791,"69 Salem Street, Boston, MA 02113, United States of America",,69,Salem Street,02113,Waterfront,North End,,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
235,796 Dundas Street West,M6J 1V1,Toronto,ON,Canada,Invoice,43.6519828,-79.4082537,"796 Dundas Street West, Toronto, ON M6J 1V1, Canada",,796,Dundas Street West,M6J 1V1,,University—Rosedale,,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
236,Barbarossastraße 19,10779,Berlin,NA,Germany,Invoice,52.4924821,13.3447053,"Barbarossastraße 19, 10779 Berlin, Germany",,19,Barbarossastraße,10779,Tempelhof-Schöneberg,Schöneberg,,Berlin,,,,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
237,202 Hoxton Street,N1 5LH,London,NA,United Kingdom,Invoice,51.5337146,-0.0799312,"Papa John's, 202 Hoxton Street, London, N1 5LH, United Kingdom",Papa John's,202,Hoxton Street,N1 5LH,London Borough of Hackney,Hoxton,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
238,113 Lupus St,SW1V 3EN,London,NA,United Kingdom,Invoice,51.4876214,-0.1417311,"Pizza Hut Delivery, 113 Lupus Street, London, SW1V 3EN, United Kingdom",Pizza Hut Delivery,113,Lupus Street,SW1V 3EN,,Pimlico,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
239,421 Bourke Street,2010,Sidney,NSW,Australia,Invoice,-33.88239,151.2160444,"Maybe Frank, 417-421 Bourke Street, Surry Hills NSW 2010, Australia",Maybe Frank,417-421,Bourke Street,2010,Sydney CBD,Surry Hills,,Sydney,,New South Wales,NSW,Australia,au,0.9,1,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
240,"Calle Lira, 198",NA,Santiago,NA,Chile,Invoice,-33.445799,-70.640021,"Lira 198, 832 0000 Santiago, Chile",,198,Lira,8320000,,Santa Carolina,SG,Santiago,Santiago,Metropolitana,RM,Chile,cl,0,,,0,© OpenAddresses contributors,BSD-3-Clause License,
241,Theodor-Heuss-Straße 34,70174,Stuttgart,NA,Germany,Invoice,48.7756599,9.171711437380297,"Theodor-Heuss-Straße 34, 70174 Stuttgart, Germany",,34,Theodor-Heuss-Straße,70174,Neue Vorstadt,Stuttgart-Mitte,,Stuttgart,,Baden-Württemberg,BW,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
242,Grétrystraat 63,1000,Brussels,NA,Belgium,Invoice,50.8486677,4.3529277,"Rue Grétry - Grétrystraat 63, 1000 Brussels, Belgium",,63,Rue Grétry - Grétrystraat,1000,Brussels,Pentagon,,Brussels,Brussels-Capital,Brussels-Capital,,Belgium,be,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
243,1 Microsoft Way,98052-8300,Redmond,WA,USA,Invoice,47.64125,-122.126761,"15975 One Microsoft Way, Redmond, WA 98052-8300, United States of America",,15975,One Microsoft Way,98052-8300,,,KN,Redmond,King County,Washington,WA,United States,us,0.45,1,0.9,0.0003380493301615125,© OpenAddresses contributors,BSD-3-Clause License,
244,194A Chain Lake Drive,B3S 1C5,Halifax,NS,Canada,Invoice,44.6512585,-63.672744,"194 Chain Lake Drive, Halifax, NS B3S 1C9, Canada",Chain Lake Drive,194,Chain Lake Drive,B3S 1C9,,,,Halifax,Halifax County,Nova Scotia,NS,Canada,ca,0.95,1,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
245,696 Osborne Street,R3L 2B9,Winnipeg,MB,Canada,Invoice,49.862327,-97.131704,"696 Osborne Street, Winnipeg, MB R3L 2B9, Canada",,696,Osborne Street,R3L2B9,,,,Winnipeg,Division No. 11,Manitoba,MB,Canada,ca,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
246,Rua da Assunção 53,NA,Lisbon,NA,Portugal,Invoice,38.711847,-9.137161,"Rua da Assunção 31, 1500-500 Lisbon, Portugal",,31,Rua da Assunção,1500-500,Alvalade,Baixa,,Lisbon,,Lisbon,LI,Portugal,pt,0,,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
247,Tauentzienstraße 8,10789,Berlin,NA,Germany,Invoice,52.5036452,13.3387131,"Tauentzienstraße 8, 10789 Berlin, Germany",,8,Tauentzienstraße,10789,Charlottenburg-Wilmersdorf,Charlottenburg,,Berlin,,,,Germany,de,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
248,"8, Rue Hanovre",75002,Paris,NA,France,Invoice,48.8702178,2.3351131,"8 Rue de Hanovre, 75002 Paris, France",,8,Rue de Hanovre,75002,Paris,2nd Arrondissement,,Paris,,Ile-de-France,IDF,France,fr,0.9,1,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
249,3 Chatham Street,NA,Dublin,Dublin,Ireland,Invoice,53.340756,-6.261312,"3 Chatham Street, Ballsbridge, Dublin, Fingal, Ireland",,3,Chatham Street,NA,,Ballsbridge,DN,Dublin,Fingal,Dublin,,Ireland,ie,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
250,421 Bourke Street,2010,Sidney,NSW,Australia,Invoice,-33.88239,151.2160444,"Maybe Frank, 417-421 Bourke Street, Surry Hills NSW 2010, Australia",Maybe Frank,417-421,Bourke Street,2010,Sydney CBD,Surry Hills,,Sydney,,New South Wales,NSW,Australia,au,0.9,1,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
251,"Rua Dr. Falcão Filho, 155",01007-010,São Paulo,SP,Brazil,Invoice,-23.5484484,-46.6381561,"Rua Doutor Falcão Filho 155, Glicério, São Paulo - SP, 01007-010, Brazil",,155,Rua Doutor Falcão Filho,01007-010,,Glicério,,São Paulo,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
252,"Av. Paulista, 2022",01310-200,São Paulo,SP,Brazil,Invoice,-23.138992,-46.558079,"Avenida Paulista 2022, Atibaia - Southeast, 12940-000, Brazil",,2022,Avenida Paulista,12940-000,Atibaia,,SP,Atibaia,Sao Paulo,Southeast,,Brazil,br,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
253,Qe 7 Bloco G,71020-677,Brasília,DF,Brazil,Invoice,-15.836407,-47.934213,"Box 7, Brasilia - Central-West, 70387-000, Brazil",Box 7,,,70387-000,,,DF,Brasilia,Federal District,Central-West,,Brazil,br,0.9,1,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
